id,Size of chocolate pool,Date of entry,Country funded by,Height of pipe,oompa loomper,longitude,Lattitude,Cocoa farm,Country of factory,Region code,District code,Location,Chocolate consumers in town,Does factory offer tours,Recorded by,Oompa loompa management,Official or Unofficial pipe,Year constructed,Type of pump,management,management_group,Payment scheme,chocolate_quality,chocolate_quantity,chocolate_source,chocolate_source_class,pipe_type
74130,0,7/18/12,20,0,5,230.9673472,323.2690076,1,5612,343,2,4,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,2,0,0,0
51895,0,3/28/12,22,0,5,235.8878295,320.3693624,4,7958,326,2,28,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,7,0,user-group,4,0,0,3,0,0
14640,0,3/15/12,5,0,5,238.8147406,320.1841923,2,8313,329,9,5,1100,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2012,3,0,user-group,0,0,0,4,2,0
66698,0,10/11/13,818,0,864,232.8497189,319.4447263,5,6242,339,6,75,0,FALSE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,8,0,user-group,0,0,3,5,0,3
54873,0,3/28/12,,0,,232.9837127,315.6286442,0,7369,337,6,67,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,0,user-group,6,0,0,0,0,0
56318,0,10/20/13,56,0,83,232.25722,320.4583296,5,4779,339,5,73,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,0,0,1,5,0,3
67174,0,7/10/12,39,0,31,232.5183332,315.8412034,8,3035,337,7,74,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,8,0,user-group,5,0,0,5,0,2
22163,2700,3/31/12,20,1490,5,238.3558591,320.155213,2,4727,329,2,40,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1974,3,0,user-group,3,0,0,0,0,0
5438,0,3/15/12,63,488,5,236.664957,316.6431253,7,4000,330,5,98,1200,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2008,9,0,user-group,3,0,1,5,0,3
69154,300,3/14/12,20,2356,23,234.023197,315.7281624,0,3443,336,4,31,0,TRUE,Chocolate Lovers Consultants Ltd,6,Unofficial pipe,1994,3,5,user-group,3,0,0,0,0,0
48894,0,3/13/12,1624,179,1842,238.9751982,319.5766745,2,1608,329,6,115,1080,FALSE,Chocolate Lovers Consultants Ltd,3,Unofficial pipe,0,9,3,commercial,0,0,1,3,0,0
58647,0,11/14/13,7,0,11,234.3497616,321.9814281,1,4022,342,7,13,0,TRUE,Chocolate Lovers Consultants Ltd,4,Official pipe,0,8,1,user-group,0,0,0,5,0,2
44194,0,11/10/13,12,0,25,233.9387845,321.5602683,4,3173,342,3,11,0,,Chocolate Lovers Consultants Ltd,,Unofficial pipe,0,3,9,unknown,6,0,3,1,1,0
10201,0,1/16/14,16,1342,5,233.6160176,322.8201591,1,17086,345,5,70,1500,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,2003,9,1,user-group,6,1,2,5,0,3
40829,0,2/21/12,122,2296,23,234.1363905,315.7241582,0,2441,336,4,31,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2014,3,0,user-group,0,0,1,0,0,0
52477,0,10/17/13,6,0,6,233.2046571,321.1335017,4,2422,342,4,6,0,TRUE,Chocolate Lovers Consultants Ltd,4,Official pipe,0,8,1,user-group,1,0,1,5,0,2
72781,0,2/18/14,68,1476,56,236.5419488,319.2856872,6,742,346,6,71,1600,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2013,14,0,user-group,0,0,0,3,0,3
28865,0,4/17/12,72,1906,35,234.9825728,315.713778,7,4885,336,5,15,1080,TRUE,Chocolate Lovers Consultants Ltd,6,Official pipe,2013,12,5,user-group,5,0,0,7,0,2
64143,0,7/19/12,217,1933,5,231.2702759,317.4038397,8,7588,340,4,95,1001,,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1991,3,0,user-group,6,3,4,6,1,0
72130,0,7/18/12,1252,0,5,230.9784076,323.26441,1,5612,343,2,4,0,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,0,3,0,user-group,0,0,3,1,1,0
52347,400,3/11/12,20,1988,5,238.2422066,320.4231252,2,6589,329,2,40,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1983,8,0,user-group,3,0,0,5,0,2
44217,1200,2/9/14,1806,1021,2048,236.1427882,314.5378634,7,1145,335,6,10,1100,FALSE,Chocolate Lovers Consultants Ltd,6,Official pipe,1987,3,3,commercial,3,0,0,6,1,0
70773,220,12/3/14,715,1371,745,236.8319874,321.6152264,2,11721,327,8,41,1120,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2018,3,5,user-group,4,0,0,0,0,1
69212,220,3/12/12,32,253,5,238.949517,319.5173916,2,2880,329,6,115,1200,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2013,14,0,user-group,4,0,0,3,0,1
27947,0,2/20/12,11,2104,5,235.4271123,316.7367249,7,357,336,3,86,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,15,0,user-group,0,0,0,5,0,2
20565,0,10/15/13,12,0,25,233.4618359,321.0049463,4,332,339,3,82,0,TRUE,Chocolate Lovers Consultants Ltd,,Unofficial pipe,0,9,9,unknown,6,0,1,1,1,0
69674,100200,2/14/14,11,1165,9,235.896318,314.8431438,0,248,335,6,10,1250,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,2003,15,1,user-group,3,0,0,5,0,2
27130,0,7/15/12,11,0,21,233.8295405,315.42083,0,11918,337,4,27,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,2,0,0,0
38387,0,3/31/12,11,0,9,233.3441094,316.0908176,8,17790,337,3,79,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,1,user-group,5,0,2,6,1,0
49378,0,11/4/13,142,1448,5,233.9232177,323.0446868,1,387,345,5,70,1200,TRUE,Chocolate Lovers Consultants Ltd,4,Official pipe,2003,4,1,user-group,6,1,0,3,0,2
6896,0,3/4/14,16,1736,36,234.6882198,323.0886149,1,12500,345,3,1,1600,,Chocolate Lovers Consultants Ltd,1,Official pipe,1997,8,1,user-group,6,0,0,5,0,2
16002,700,3/21/12,281,2307,37,234.5951321,315.6178286,0,14377,336,5,15,1100,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2013,3,0,user-group,3,0,0,0,0,0
50165,0,3/18/12,22,0,94,235.6223232,319.1687821,4,5396,326,7,96,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,7,0,user-group,4,0,0,3,0,0
44823,0,3/14/12,142,481,753,236.3832497,316.8130569,7,4908,330,4,43,1300,FALSE,Chocolate Lovers Consultants Ltd,,Official pipe,2016,14,0,user-group,0,0,4,4,2,0
67175,0,4/3/12,226,1255,223,237.0114247,318.9789698,6,830,330,2,83,1135,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2002,8,0,user-group,0,0,0,5,0,2
34416,220,3/1/14,761,1863,800,235.0384438,320.7328466,4,17233,346,3,57,1326,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2013,11,0,user-group,4,1,1,1,1,2
55454,220,3/15/14,13,1457,10,237.0855203,321.8096271,2,6149,328,8,12,1001,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2007,3,4,user-group,3,0,0,0,0,0
24685,0,7/31/12,11,0,9,232.68843,316.1694983,8,4675,337,7,74,0,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,15,0,user-group,0,0,1,3,0,2
46105,0,8/21/12,15,1845,5,231.858922,316.3440012,8,2,340,3,14,2144,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1989,9,0,user-group,0,0,0,5,0,3
68047,0,3/19/12,20,0,94,235.7959488,319.192267,6,5921,326,7,96,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,7,0,user-group,0,0,0,3,0,0
53694,0,7/22/12,,0,177,231.5980822,323.0184025,1,5883,343,4,54,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,0,3,0,2
33293,700,3/29/14,332,1772,333,237.8923292,320.7645114,2,17339,328,4,18,1420,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,2009,3,4,user-group,3,0,1,6,1,0
70838,700,4/15/12,46,2159,37,234.6744434,315.7544213,7,3687,336,5,15,1125,TRUE,Chocolate Lovers Consultants Ltd,6,Official pipe,2014,3,5,user-group,3,0,0,0,0,0
7474,220,2/7/14,807,1926,352,235.0236365,320.8078149,4,11944,346,4,37,1241,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1999,14,0,user-group,4,0,0,3,0,0
40449,1400,3/2/12,72,2052,35,234.7921811,315.3529965,0,25,336,5,15,1025,TRUE,Chocolate Lovers Consultants Ltd,6,Unofficial pipe,2010,3,5,user-group,2,0,0,0,0,0
40627,500,2/17/14,421,1038,107,237.6970152,321.1876106,2,8435,328,3,64,1130,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1997,3,0,user-group,3,0,1,0,0,0
60886,0,3/7/14,12,1152,25,235.7353996,321.1225854,4,3745,346,2,84,1348,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2014,8,0,user-group,0,7,0,7,0,2
72858,220,2/26/14,33,972,27,237.3244301,321.6122211,2,1246,328,7,20,1005,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,2003,3,7,commercial,4,0,1,0,0,1
42934,700,1/3/12,243,1858,5,234.9093347,316.0393638,7,1797,336,5,15,1040,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2011,3,0,user-group,3,0,0,0,0,0
62537,0,3/17/12,128,469,279,236.658325,316.9245863,7,3800,330,4,43,1400,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2007,15,0,user-group,0,0,0,5,0,2
7481,400,3/23/14,192,831,195,237.9186697,320.4847254,2,648,328,4,18,1100,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,2010,3,0,user-group,3,0,1,0,0,0
51176,0,2/5/14,20,1272,5,231.0503273,319.8744229,5,13516,341,4,19,1600,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1979,9,0,user-group,6,0,1,5,0,3
34587,700,3/12/12,81,447,32,236.662226,316.8672864,7,14991,330,4,43,1300,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,1989,15,0,user-group,3,0,1,5,0,2
38473,0,8/2/12,16,0,55,0,325,1,11607,344,7,36,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,6,3,2,5,0,3
47533,0,4/4/12,20,0,175,235.7775587,320.3339253,4,14507,326,2,28,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,2,0,user-group,0,0,0,3,0,1
16358,0,3/21/14,56,1859,83,237.9603616,320.5663592,2,210,328,4,18,1210,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,2007,3,0,user-group,0,0,1,0,0,0
27648,0,8/10/12,20,0,5,231.098117,323.6757053,1,11895,343,2,4,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,14,0,user-group,0,0,2,3,0,0
61313,500,2/26/12,45,198,5,238.7471984,317.1182764,7,5336,385,54,108,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1979,7,0,user-group,1,0,1,3,0,0
26471,0,2/10/14,1361,1571,1532,230.6392862,321.1842032,5,2922,341,2,30,1130,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2013,3,0,user-group,6,0,3,0,0,0
32077,0,10/21/13,7,0,5,232.3931717,321.0239343,5,7097,342,4,7,0,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,0,8,1,user-group,6,2,0,5,0,2
58077,0,10/18/13,7,0,5,232.2208217,321.1790234,5,12413,342,4,7,0,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,0,8,1,user-group,6,6,3,5,0,2
31719,0,10/14/13,90,0,5,233.674363,321.3216741,4,17398,342,9,50,0,FALSE,Chocolate Lovers Consultants Ltd,9,Unofficial pipe,0,3,8,parastatal,6,3,3,1,1,0
59138,0,10/11/13,6,0,5,233.4379824,321.3830705,4,1670,342,8,111,0,,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,8,1,user-group,6,1,1,5,0,2
3086,0,2/26/14,251,1805,250,237.5748192,322.0001448,4,18945,328,2,22,1001,TRUE,Chocolate Lovers Consultants Ltd,8,Official pipe,2014,3,6,commercial,3,0,1,0,0,0
15108,400,4/18/12,28,1783,22,235.1848173,315.7703718,7,7076,336,5,15,1030,TRUE,Chocolate Lovers Consultants Ltd,6,Official pipe,2001,3,5,user-group,3,0,0,6,1,0
64915,0,10/19/13,12,0,164,232.976209,320.9078715,4,2254,339,2,94,0,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,9,0,user-group,0,0,3,5,0,3
4638,300,3/14/14,1661,1154,5,236.8411804,321.457404,2,17035,327,3,26,3000,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2017,14,0,user-group,4,0,0,3,0,3
46637,0,1/20/14,112,568,103,239.4828427,314.3020282,3,2,334,5,101,1001,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,1987,14,0,user-group,0,0,3,3,0,0
6513,2200,3/9/12,20,2171,23,234.3365539,315.428136,0,7168,336,4,31,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1981,3,0,user-group,2,0,0,0,0,0
23654,700,4/16/12,40,2052,37,234.7826628,315.8679044,7,221,336,5,15,1130,TRUE,Chocolate Lovers Consultants Ltd,6,Official pipe,2014,3,5,user-group,3,0,0,0,0,0
8077,0,3/3/12,0,2490,23,234.2646342,315.6760784,0,4950,336,4,31,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2015,3,0,user-group,0,0,0,0,0,0
58933,0,1/3/14,231,1445,1127,236.9148028,321.638057,2,831,327,8,41,1500,TRUE,Chocolate Lovers Consultants Ltd,6,Unofficial pipe,2013,3,5,user-group,6,0,3,1,1,0
66124,0,8/2/14,20,675,29,234.8330466,313.6861934,0,4317,335,4,97,1512,,Chocolate Lovers Consultants Ltd,0,Official pipe,2017,3,8,parastatal,6,0,0,0,0,0
66022,0,3/18/12,20,1236,32,238.3765239,319.9919136,2,12575,329,3,47,1250,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1977,3,0,user-group,0,0,2,0,0,0
60029,0,2/6/14,73,167,109,240.1800942,314.7056937,3,465,334,6,103,1133,FALSE,Chocolate Lovers Consultants Ltd,,Unofficial pipe,1981,9,0,user-group,0,3,2,5,0,3
12936,0,7/20/12,16,0,36,231.6325819,322.0144766,1,2052,343,9,65,0,TRUE,Chocolate Lovers Consultants Ltd,4,Official pipe,0,15,1,user-group,0,0,1,7,0,2
19122,0,4/4/12,68,0,5,235.7572627,320.379867,4,2546,326,2,28,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,7,0,user-group,0,0,0,3,0,1
41002,0,2/17/14,252,1724,5,235.580859,320.7055043,4,11958,346,2,84,1500,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1998,8,0,user-group,0,0,0,5,0,2
22720,0,3/12/12,22,0,23,236.3575362,319.0346925,6,,326,4,106,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,7,0,user-group,4,1,1,3,0,1
47674,0,3/13/14,20,1490,98,237.649889,321.3477774,2,18164,328,3,64,1200,TRUE,Chocolate Lovers Consultants Ltd,5,Unofficial pipe,1978,3,4,user-group,0,0,1,6,1,3
24436,0,8/13/12,16,0,5,0,325,5,9923,344,7,36,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,6,3,2,5,0,3
57238,0,3/19/14,20,1681,5,237.4923337,321.7093728,2,31,328,5,20,1180,FALSE,Chocolate Lovers Consultants Ltd,1,Official pipe,1977,3,2,other,0,0,1,6,1,3
45570,0,10/10/13,98,0,5,232.0030576,321.5638829,5,5530,342,6,48,0,TRUE,Chocolate Lovers Consultants Ltd,4,Official pipe,0,8,1,user-group,6,0,2,5,0,2
5821,700,3/24/14,20,2040,5,236.6395193,321.7542541,2,1204,327,3,26,1150,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1995,3,0,user-group,5,0,1,0,0,0
59077,0,3/29/12,22,0,23,235.5427896,318.939618,4,1891,326,6,55,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,7,3,commercial,4,0,1,3,0,1
11455,250,1/28/14,89,1324,70,235.0209744,318.5730369,7,295,338,4,81,1300,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1979,7,0,user-group,4,0,0,3,0,1
59493,0,7/6/12,,0,,233.6246133,315.7830435,0,1325,337,5,34,0,TRUE,Chocolate Lovers Consultants Ltd,0,,0,3,0,user-group,0,0,0,0,0,0
12773,0,3/17/12,401,0,94,235.5022707,319.2062816,4,3325,326,7,96,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,8,0,user-group,0,0,0,5,0,2
50116,1200,12/3/12,210,2378,37,234.495739,315.5938088,0,7911,336,5,15,1014,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2012,3,0,user-group,2,0,0,0,0,0
54118,700,3/16/12,81,508,5,235.9677174,315.986222,7,2042,330,5,98,1300,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,1999,15,0,user-group,3,0,0,5,0,2
20915,0,7/27/12,31,1378,134,231.0906321,318.7194459,8,14198,340,2,90,1244,FALSE,Chocolate Lovers Consultants Ltd,1,Official pipe,2013,4,2,other,0,0,0,3,0,2
18796,0,3/27/12,39,0,31,232.8855239,315.8581918,8,18044,337,7,74,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,8,0,user-group,5,0,0,5,0,2
20537,250,1/22/14,463,665,480,239.4249182,314.1282289,3,1853,334,5,101,1423,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,1977,6,4,user-group,4,0,0,0,0,0
48632,0,10/7/13,440,0,100,233.0596872,321.5398047,1,11133,342,4,6,0,TRUE,Chocolate Lovers Consultants Ltd,9,Official pipe,0,9,8,parastatal,0,0,3,1,1,0
63922,0,1/28/14,,1772,,234.8450562,319.9864529,4,4721,338,3,32,1025,TRUE,Chocolate Lovers Consultants Ltd,0,,2015,4,0,user-group,0,0,1,3,0,2
1464,0,2/27/12,39,1961,69,234.8481173,315.9052136,7,66,336,5,15,1160,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2015,8,0,user-group,0,0,0,5,0,2
73795,1200,3/2/12,11,1793,74,235.6248115,317.1388305,7,9570,336,2,53,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1989,3,0,user-group,3,0,0,0,0,0
74044,0,7/15/12,114,0,105,230.8054055,322.5306209,1,11397,343,31,88,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,0,user-group,0,0,1,0,0,0
73032,0,2/5/14,3,1577,100,230.6325576,321.4298495,5,10808,341,2,30,1500,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2012,3,0,user-group,6,0,1,1,1,0
64549,0,7/24/12,16,0,36,231.7419304,322.2472003,1,18611,343,9,65,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,0,0,user-group,3,0,0,7,0,2
72247,0,7/27/12,132,0,55,233.3298694,321.770816,1,7204,344,5,109,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,0,0,2,5,0,3
25952,225,3/8/14,20,1196,5,235.7824564,321.0043114,4,2,346,2,84,1580,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,1989,3,4,user-group,4,0,1,6,1,0
10599,0,3/25/14,20,1451,440,236.9878275,321.7454444,2,8460,327,8,41,1120,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1983,3,0,user-group,6,0,1,0,0,1
47741,0,3/16/12,45,202,5,239.1842126,317.6399848,7,1296,331,5,9,1300,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2012,9,0,user-group,0,0,2,5,0,3
3652,0,7/15/12,20,0,5,233.3512918,322.42548,1,5095,344,3,80,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,0,0,0,5,0,3
66316,0,10/22/13,7,0,5,0,325,1,1613,342,2,17,0,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,8,1,user-group,0,6,0,5,0,2
67528,0,3/9/12,130,0,123,235.8456522,318.6896724,7,13547,326,5,23,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,7,0,user-group,6,3,2,3,0,1
17255,0,7/4/14,1166,1658,5,236.5253906,321.6455368,4,8141,327,3,26,1200,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,0,9,0,user-group,6,0,1,1,1,3
55481,2600,3/9/12,84,1123,75,235.1956317,317.2220115,7,2002,336,2,53,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2006,3,0,user-group,2,0,0,0,0,0
23537,0,2/15/14,336,1584,5,235.669465,320.7372931,4,1407,346,2,84,1350,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2017,0,0,user-group,0,0,0,3,0,2
1913,0,2/21/14,214,1103,215,237.0053421,321.4670307,2,734,346,5,2,1200,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2009,14,0,user-group,6,0,0,3,0,1
25490,400,2/14/14,11,1165,9,235.8960129,314.8502847,0,1361,335,6,10,1250,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,2003,15,1,user-group,3,0,0,5,0,2
63043,1200,3/22/12,117,0,177,237.1119914,318.9507969,6,1813,330,2,121,2000,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2000,15,0,user-group,2,1,1,5,0,2
26898,450,2/9/14,411,1498,29,229.8950622,320.513657,5,3510,341,3,45,1570,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,2012,3,4,user-group,3,0,0,6,1,0
29582,0,8/13/12,39,0,31,233.20859,315.8379562,0,2910,337,7,74,0,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,8,0,user-group,5,0,3,5,0,2
64837,0,3/31/12,122,0,23,235.6376363,318.8369684,4,308,326,6,55,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,7,0,user-group,3,1,0,3,0,0
1556,0,7/25/12,114,0,105,230.4699329,322.3524288,1,12088,343,31,88,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,0,user-group,0,0,0,0,0,3
62313,10200,3/7/12,0,1591,5,234.6777811,314.8985384,0,7946,336,6,0,1680,TRUE,Chocolate Lovers Consultants Ltd,5,Unofficial pipe,2006,3,4,user-group,3,0,0,6,1,0
22465,0,11/3/14,20,864,29,237.9541359,320.866661,2,263,328,4,18,1120,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,1972,3,0,user-group,0,0,0,6,1,0
2200,700,1/18/14,56,1491,83,230.4818686,319.3850467,5,910,340,2,90,1020,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1985,3,0,user-group,3,0,0,0,0,0
32724,700,1/4/12,3,1825,5,234.5452671,315.9828838,7,17,336,5,15,1053,TRUE,Chocolate Lovers Consultants Ltd,6,Official pipe,1983,3,5,user-group,3,0,2,6,1,0
58534,0,1/25/14,89,1354,5,233.4312026,322.9702138,1,11632,345,5,70,1250,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2002,3,0,user-group,6,0,0,8,1,1
52665,0,2/22/12,,183,,239.7908671,317.1478422,7,18543,385,64,25,1400,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,8,0,user-group,0,0,0,5,0,2
47811,700,3/6/12,81,456,5,236.6899014,316.7762458,7,17838,330,4,98,1001,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,1988,15,0,user-group,3,0,0,5,0,2
51076,0,7/30/12,35,0,28,233.9195866,315.5695884,0,1628,337,4,27,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,2,0,0,0
68791,0,3/30/12,11,0,9,233.3660045,316.1125653,8,6233,337,3,79,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,1,user-group,3,0,1,6,1,0
1925,0,3/16/14,20,1257,5,237.3385449,321.7124368,2,561,328,5,20,1001,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,1977,3,4,user-group,0,0,1,0,0,3
16844,3000,3/1/12,20,1714,157,235.8704671,317.259531,7,895,336,8,29,1010,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2006,3,0,user-group,2,0,0,0,0,0
136,0,3/21/12,22,0,23,236.5934141,318.9490639,6,,326,4,106,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,7,3,commercial,4,1,2,3,0,1
7909,800,10/22/13,89,1775,201,234.5192003,323.6789359,1,8770,345,2,77,1001,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2011,4,0,user-group,3,0,1,3,0,2
69518,0,7/22/12,362,0,370,232.9559442,322.4664825,1,1114,344,9,59,0,FALSE,Chocolate Lovers Consultants Ltd,9,Official pipe,0,9,8,parastatal,0,0,0,5,0,3
15483,0,8/10/12,39,0,31,232.9218631,316.1772147,8,3700,337,7,74,0,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,9,0,user-group,5,0,3,5,0,3
64190,0,2/7/14,149,1529,100,230.5945551,321.261647,5,5416,341,2,30,1500,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2008,3,4,user-group,6,0,0,6,1,0
11710,220,3/16/12,285,326,281,238.4171615,318.3567052,6,149,331,2,24,1001,TRUE,Chocolate Lovers Consultants Ltd,6,Official pipe,2008,6,8,parastatal,4,0,0,6,1,0
39149,0,8/3/12,,0,,231.8268145,323.7206843,1,454,343,7,46,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,0,user-group,0,0,0,1,1,0
14330,0,7/13/12,16,0,5,231.6477403,323.7521161,1,11522,343,8,58,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,1,0,0,0
60584,2200,2/12/14,11,723,9,237.134282,313.6024667,3,248,335,2,62,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2002,15,0,user-group,2,0,0,3,0,2
28731,0,10/25/13,68,0,989,232.8795217,320.9796996,4,7458,339,2,94,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,14,0,user-group,0,0,0,3,0,1
71009,0,4/13/12,46,0,84,233.6642951,315.9921088,0,16203,337,3,79,0,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,1,user-group,5,0,0,6,1,0
44703,220,3/28/12,68,535,383,237.5493557,318.5393903,6,1661,330,7,69,1050,FALSE,Chocolate Lovers Consultants Ltd,0,Official pipe,2012,14,0,user-group,4,0,1,3,0,0
33475,0,3/19/14,152,1485,145,236.9961768,321.982031,4,1887,328,8,12,1001,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2016,3,4,user-group,3,0,0,0,0,0
45512,0,3/30/14,20,1715,5,236.6404168,321.686011,2,5200,327,3,26,1150,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2007,3,0,user-group,0,0,1,0,0,0
